Date, Data
2003-01-01, 31.7844
2003-01-02, 31.7844
2003-01-03, 31.7844
2003-01-04, 31.7844
2003-01-05, 31.7844
2003-01-06, 31.7844
2003-01-07, 31.7844
2003-01-08, 31.7844
2003-01-09, 31.8846
2003-01-10, 31.8820
2003-01-11, 31.8327
2003-01-12, 31.8327
2003-01-13, 31.8327
2003-01-14, 31.8253
2003-01-15, 31.8350
2003-01-16, 31.8139
2003-01-17, 31.8071
2003-01-18, 31.8224
2003-01-19, 31.8224
2003-01-20, 31.8224
2003-01-21, 31.8224
2003-01-22, 31.8003
2003-01-23, 31.8095
2003-01-24, 31.8110
2003-01-25, 31.8015
2003-01-26, 31.8015
2003-01-27, 31.8015
2003-01-28, 31.8001
2003-01-29, 31.8001
2003-01-30, 31.8000
2003-01-31, 31.8222
2003-02-01, 31.8345
2003-02-02, 31.8345
2003-02-03, 31.8345
2003-02-04, 31.8517
2003-02-05, 31.8354
2003-02-06, 31.8351
2003-02-07, 31.8350
2003-02-08, 31.8352
2003-02-09, 31.8352
2003-02-10, 31.8352
2003-02-11, 31.8214
2003-02-12, 31.7840
2003-02-13, 31.7101
2003-02-14, 31.6554
2003-02-15, 31.6406
2003-02-16, 31.6406
2003-02-17, 31.6406
2003-02-18, 31.6406
2003-02-19, 31.5503
2003-02-20, 31.5810
2003-02-21, 31.5501
2003-02-22, 31.5500
2003-02-23, 31.5500
2003-02-24, 31.5500
2003-02-25, 31.5500
2003-02-26, 31.5875
2003-02-27, 31.6065
2003-02-28, 31.5762
2003-03-01, 31.5729
2003-03-02, 31.5729
2003-03-03, 31.5729
2003-03-04, 31.5956
2003-03-05, 31.5809
2003-03-06, 31.5920
2003-03-07, 31.5891
2003-03-08, 31.5619
2003-03-09, 31.5619
2003-03-10, 31.5619
2003-03-11, 31.5619
2003-03-12, 31.5076
2003-03-13, 31.4407
2003-03-14, 31.3818
2003-03-15, 31.3820
2003-03-16, 31.3820
2003-03-17, 31.3820
2003-03-18, 31.3872
2003-03-19, 31.4077
2003-03-20, 31.3976
2003-03-21, 31.3840
2003-03-22, 31.3811
2003-03-23, 31.3811
2003-03-24, 31.3811
2003-03-25, 31.3803
2003-03-26, 31.3800
2003-03-27, 31.3829
2003-03-28, 31.3800
2003-03-29, 31.3805
2003-03-30, 31.3805
2003-03-31, 31.3805
2003-04-01, 31.3801
2003-04-02, 31.3175
2003-04-03, 31.2860
2003-04-04, 31.2908
2003-04-05, 31.2818
2003-04-06, 31.2818
2003-04-07, 31.2818
2003-04-08, 31.2798
2003-04-09, 31.2814
2003-04-10, 31.2821
2003-04-11, 31.2829
2003-04-12, 31.2849
2003-04-13, 31.2849
2003-04-14, 31.2849
2003-04-15, 31.2345
2003-04-16, 31.1890
2003-04-17, 31.1905
2003-04-18, 31.1831
2003-04-19, 31.1899
2003-04-20, 31.1899
2003-04-21, 31.1899
2003-04-22, 31.1022
2003-04-23, 31.1025
2003-04-24, 31.1003
2003-04-25, 31.1000
2003-04-26, 31.1000
2003-04-27, 31.1000
2003-04-28, 31.1000
2003-04-29, 31.1000
2003-04-30, 31.1000
2003-05-01, 31.1021
2003-05-02, 31.1021
2003-05-03, 31.1021
2003-05-04, 31.1021
2003-05-05, 31.1021
2003-05-06, 31.1105
2003-05-07, 31.1184
2003-05-08, 31.1009
2003-05-09, 31.1001
2003-05-10, 31.1001
2003-05-11, 31.1001
2003-05-12, 31.1001
2003-05-13, 31.0076
2003-05-14, 30.9801
2003-05-15, 30.9811
2003-05-16, 30.9800
2003-05-17, 30.8902
2003-05-18, 30.8902
2003-05-19, 30.8902
2003-05-20, 30.8900
2003-05-21, 30.8900
2003-05-22, 30.8902
2003-05-23, 30.8316
2003-05-24, 30.8316
2003-05-25, 30.8316
2003-05-26, 30.8316
2003-05-27, 30.7200
2003-05-28, 30.7200
2003-05-29, 30.6186
2003-05-30, 30.6691
2003-05-31, 30.7090
2003-06-01, 30.7090
2003-06-02, 30.7090
2003-06-03, 30.6400
2003-06-04, 30.7427
2003-06-05, 30.7599
2003-06-06, 30.6478
2003-06-07, 30.5658
2003-06-08, 30.5658
2003-06-09, 30.5658
2003-06-10, 30.4613
2003-06-11, 30.5589
2003-06-12, 30.5123
2003-06-13, 30.5123
2003-06-14, 30.5123
2003-06-15, 30.5123
