Date, Data
2004-01-01, 29.4545
2004-01-02, 29.4545
2004-01-03, 29.4545
2004-01-04, 29.4545
2004-01-05, 29.4545
2004-01-06, 29.4545
2004-01-07, 29.2450
2004-01-08, 29.2450
2004-01-09, 29.1350
2004-01-10, 28.9918
2004-01-11, 28.9918
2004-01-12, 28.9918
2004-01-13, 28.8711
2004-01-14, 28.8841
2004-01-15, 28.8691
2004-01-16, 28.8795
2004-01-17, 28.8795
2004-01-18, 28.8795
2004-01-19, 28.8795
2004-01-20, 28.7961
2004-01-21, 28.7853
2004-01-22, 28.8026
2004-01-23, 28.6959
2004-01-24, 28.5514
2004-01-25, 28.5514
2004-01-26, 28.5514
2004-01-27, 28.4963
2004-01-28, 28.5139
2004-01-29, 28.4850
2004-01-30, 28.4916
2004-01-31, 28.4937
2004-02-01, 28.4937
2004-02-02, 28.4937
2004-02-03, 28.5252
2004-02-04, 28.6205
2004-02-05, 28.5281
2004-02-06, 28.4906
2004-02-07, 28.5744
2004-02-08, 28.5744
2004-02-09, 28.5744
2004-02-10, 28.4939
2004-02-11, 28.5048
2004-02-12, 28.5312
2004-02-13, 28.5180
2004-02-14, 28.5180
2004-02-15, 28.5180
2004-02-16, 28.5180
2004-02-17, 28.4949
2004-02-18, 28.4878
2004-02-19, 28.4851
2004-02-20, 28.4959
2004-02-21, 28.4934
2004-02-22, 28.4934
2004-02-23, 28.4934
2004-02-24, 28.4934
2004-02-25, 28.4931
2004-02-26, 28.4973
2004-02-27, 28.5110
2004-02-28, 28.5156
2004-02-29, 28.5156
2004-03-01, 28.5156
2004-03-02, 28.5162
2004-03-03, 28.5321
2004-03-04, 28.5895
2004-03-05, 28.6654
2004-03-06, 28.6343
2004-03-07, 28.6343
2004-03-08, 28.6343
2004-03-09, 28.6343
2004-03-10, 28.5216
2004-03-11, 28.5733
2004-03-12, 28.5726
2004-03-13, 28.5083
2004-03-14, 28.5083
2004-03-15, 28.5083
2004-03-16, 28.5064
2004-03-17, 28.5121
2004-03-18, 28.5340
2004-03-19, 28.5005
2004-03-20, 28.5045
2004-03-21, 28.5045
2004-03-22, 28.5045
2004-03-23, 28.5121
2004-03-24, 28.4855
2004-03-25, 28.4852
2004-03-26, 28.4979
2004-03-27, 28.4891
2004-03-28, 28.4891
2004-03-29, 28.4891
2004-03-30, 28.4886
2004-03-31, 28.4853
2004-04-01, 28.5151
2004-04-02, 28.5024
2004-04-03, 28.5095
2004-04-04, 28.5095
2004-04-05, 28.5095
2004-04-06, 28.5385
2004-04-07, 28.5410
2004-04-08, 28.5296
2004-04-09, 28.5172
2004-04-10, 28.5065
2004-04-11, 28.5065
2004-04-12, 28.5065
2004-04-13, 28.5535
2004-04-14, 28.5892
2004-04-15, 28.6221
2004-04-16, 28.6104
2004-04-17, 28.6223
2004-04-18, 28.6223
2004-04-19, 28.6223
2004-04-20, 28.6693
2004-04-21, 28.7662
2004-04-22, 28.9237
2004-04-23, 28.9800
2004-04-24, 28.9671
2004-04-25, 28.9671
2004-04-26, 28.9671
2004-04-27, 29.0033
2004-04-28, 28.8700
2004-04-29, 28.8636
2004-04-30, 28.8834
2004-05-01, 28.9612
2004-05-02, 28.9612
2004-05-03, 28.9612
2004-05-04, 28.9612
2004-05-05, 28.9612
2004-05-06, 28.8976
2004-05-07, 28.8730
2004-05-08, 28.9530
2004-05-09, 28.9530
2004-05-10, 28.9530
2004-05-11, 28.9530
2004-05-12, 28.9862
2004-05-13, 29.0587
2004-05-14, 29.0772
2004-05-15, 29.0684
2004-05-16, 29.0684
2004-05-17, 29.0684
2004-05-18, 29.0436
2004-05-19, 28.9983
2004-05-20, 28.9924
2004-05-21, 28.9904
2004-05-22, 28.9863
2004-05-23, 28.9863
2004-05-24, 28.9863
2004-05-25, 28.9916
2004-05-26, 28.9763
2004-05-27, 28.9817
2004-05-28, 28.9850
2004-05-29, 28.9850
2004-05-30, 28.9850
2004-05-31, 28.9850
2004-06-01, 28.9993
2004-06-02, 29.0053
2004-06-03, 29.0511
2004-06-04, 29.0859
2004-06-05, 29.0658
2004-06-06, 29.0658
2004-06-07, 29.0658
2004-06-08, 29.0346
2004-06-09, 29.0219
2004-06-10, 29.0337
2004-06-11, 29.0424
2004-06-12, 29.0287
2004-06-13, 29.0287
2004-06-14, 29.0287
2004-06-15, 29.0287
2004-06-16, 29.0200
2004-06-17, 29.0199
2004-06-18, 29.0290
2004-06-19, 29.0257
2004-06-20, 29.0257
2004-06-21, 29.0257
2004-06-22, 29.0170
2004-06-23, 29.0206
2004-06-24, 29.0243
2004-06-25, 29.0218
2004-06-26, 29.0256
2004-06-27, 29.0256
2004-06-28, 29.0256
2004-06-29, 29.0242
2004-06-30, 29.0274
2004-07-01, 29.0471
2004-07-02, 29.0388
2004-07-03, 29.0409
2004-07-04, 29.0409
2004-07-05, 29.0409
2004-07-06, 29.0356
2004-07-07, 29.0402
2004-07-08, 29.0639
2004-07-09, 29.1019
2004-07-10, 29.1100
2004-07-11, 29.1100
2004-07-12, 29.1100
2004-07-13, 29.1332
2004-07-14, 29.1248
2004-07-15, 29.1037
2004-07-16, 29.0770
2004-07-17, 29.0908
2004-07-18, 29.0908
2004-07-19, 29.0908
2004-07-20, 29.0805
2004-07-21, 29.0815
2004-07-22, 29.0882
2004-07-23, 29.0891
2004-07-24, 29.0830
2004-07-25, 29.0830
2004-07-26, 29.0830
2004-07-27, 29.0928
2004-07-28, 29.0832
2004-07-29, 29.0871
2004-07-30, 29.0891
2004-07-31, 29.1019
2004-08-01, 29.1019
2004-08-02, 29.1019
2004-08-03, 29.1405
2004-08-04, 29.1829
2004-08-05, 29.1764
2004-08-06, 29.1761
2004-08-07, 29.1907
2004-08-08, 29.1907
2004-08-09, 29.1907
2004-08-10, 29.2491
2004-08-11, 29.2381
2004-08-12, 29.2519
2004-08-13, 29.2760
2004-08-14, 29.2579
2004-08-15, 29.2579
2004-08-16, 29.2579
2004-08-17, 29.2229
2004-08-18, 29.2152
2004-08-19, 29.2176
2004-08-20, 29.2325
2004-08-21, 29.2199
2004-08-22, 29.2199
2004-08-23, 29.2199
2004-08-24, 29.2178
2004-08-25, 29.2208
2004-08-26, 29.2225
2004-08-27, 29.2226
2004-08-28, 29.2289
2004-08-29, 29.2289
2004-08-30, 29.2289
2004-08-31, 29.2447
2004-09-01, 29.2591
2004-09-02, 29.2552
2004-09-03, 29.2322
2004-09-04, 29.2307
2004-09-05, 29.2307
2004-09-06, 29.2307
2004-09-07, 29.2183
2004-09-08, 29.2187
2004-09-09, 29.2239
2004-09-10, 29.2173
2004-09-11, 29.2166
2004-09-12, 29.2166
2004-09-13, 29.2166
2004-09-14, 29.2151
2004-09-15, 29.2162
2004-09-16, 29.2151
2004-09-17, 29.2187
2004-09-18, 29.2214
2004-09-19, 29.2214
2004-09-20, 29.2214
2004-09-21, 29.2154
2004-09-22, 29.2165
2004-09-23, 29.2172
2004-09-24, 29.2146
2004-09-25, 29.2151
2004-09-26, 29.2151
2004-09-27, 29.2151
2004-09-28, 29.2164
2004-09-29, 29.2150
2004-09-30, 29.2171
2004-10-01, 29.2224
2004-10-02, 29.2175
2004-10-03, 29.2175
2004-10-04, 29.2175
2004-10-05, 29.2159
2004-10-06, 29.2190
2004-10-07, 29.2215
2004-10-08, 29.2204
2004-10-09, 29.2218
2004-10-10, 29.2218
2004-10-11, 29.2218
2004-10-12, 29.1272
2004-10-13, 29.1152
2004-10-14, 29.1199
2004-10-15, 29.1154
