2009-01-01, 29.3916
2009-01-02, 29.3916
2009-01-03, 29.3916
2009-01-04, 29.3916
2009-01-05, 29.3916
2009-01-06, 29.3916
2009-01-07, 29.3916
2009-01-08, 29.3916
2009-01-09, 29.3916
2009-01-10, 29.3916
2009-01-11, 29.3916
2009-01-12, 30.5331
2009-01-13, 30.9981
2009-01-14, 31.2226
2009-01-15, 31.5616
2009-01-16, 32.2135
2009-01-17, 32.5747
2009-01-18, 32.5747
2009-01-19, 32.5747
2009-01-20, 32.9085
2009-01-21, 33.4154
2009-01-22, 32.6430
2009-01-23, 32.7991
2009-01-24, 32.8926
2009-01-25, 32.8926
2009-01-26, 32.8926
2009-01-27, 32.9018
2009-01-28, 32.9979
2009-01-29, 33.2155
2009-01-30, 34.6847
2009-01-31, 35.4146
2009-02-01, 35.4146
2009-02-02, 35.4146
2009-02-03, 36.1767
2009-02-04, 36.1290
2009-02-05, 36.0135
2009-02-06, 36.3095
2009-02-07, 36.3798
2009-02-08, 36.3798
2009-02-09, 36.3798
2009-02-10, 36.1258
2009-02-11, 35.9285
2009-02-12, 35.8323
2009-02-13, 34.8003
2009-02-14, 34.5578
2009-02-15, 34.5578
2009-02-16, 34.5578
2009-02-17, 34.7797
2009-02-18, 35.6345
2009-02-19, 36.4267
2009-02-20, 36.0910
2009-02-21, 36.0760
2009-02-22, 36.0760
2009-02-23, 36.0760
2009-02-24, 36.0760
2009-02-25, 36.0254
2009-02-26, 35.7442
2009-02-27, 35.7223
2009-02-28, 35.7205
2009-03-01, 35.7205
2009-03-02, 35.7205
2009-03-03, 36.1644
2009-03-04, 36.2054
2009-03-05, 36.2284
2009-03-06, 35.8899
2009-03-07, 35.7374
2009-03-08, 35.7374
2009-03-09, 35.7374
2009-03-10, 35.7374
2009-03-11, 35.4534
2009-03-12, 35.1164
2009-03-13, 35.2944
2009-03-14, 34.8316
2009-03-15, 34.8316
2009-03-16, 34.8316
2009-03-17, 34.8388
2009-03-18, 34.5318
2009-03-19, 34.4203
2009-03-20, 33.8222
2009-03-21, 33.4230
2009-03-22, 33.4230
2009-03-23, 33.4230
2009-03-24, 33.3034
2009-03-25, 33.2726
2009-03-26, 33.7268
2009-03-27, 33.4668
2009-03-28, 33.4133
2009-03-29, 33.4133
2009-03-30, 33.4133
2009-03-31, 34.0134
2009-04-01, 33.9032
2009-04-02, 33.9456
2009-04-03, 33.7636
2009-04-04, 33.4095
2009-04-05, 33.4095
2009-04-06, 33.4095
2009-04-07, 33.1743
2009-04-08, 33.3840
2009-04-09, 33.7781
2009-04-10, 33.5334
2009-04-11, 33.6309
2009-04-12, 33.6309
2009-04-13, 33.6309
2009-04-14, 33.4863
2009-04-15, 33.3887
2009-04-16, 33.4507
2009-04-17, 33.4184
2009-04-18, 33.4677
2009-04-19, 33.4677
2009-04-20, 33.4677
2009-04-21, 33.5371
2009-04-22, 34.1043
2009-04-23, 34.0597
2009-04-24, 33.7848
2009-04-25, 33.4187
2009-04-26, 33.4187
2009-04-27, 33.4187
2009-04-28, 33.3904
2009-04-29, 33.5533
2009-04-30, 33.2491
2009-05-01, 32.9740
2009-05-02, 32.9740
2009-05-03, 32.9740
2009-05-04, 32.9740
2009-05-05, 32.9672
2009-05-06, 32.8146
2009-05-07, 32.8883
2009-05-08, 32.7915
2009-05-09, 32.5534
2009-05-10, 32.5534
